filename_raw,filename_jpeg,camera,lens,iso,wb_setting,scene_type,filename_phocus_tiff,phocus_settings,illuminant,download_url,notes
5715595764.3fr,1615322527.jpg,CFV 100C/907X,XCD 90V,1600,auto,lowlight,,,,"local (owner personal library, downloaded 2026-07-31)","exif DateTimeOriginal=2024-02-01 14:31:08, raw/jpeg sync delta=0.0s"
6704898202.3fr,3102859793.jpg,CFV 100C/907X,XCD 90V,200,auto,daylight,,,,"local (owner personal library, downloaded 2026-07-31)","exif DateTimeOriginal=2024-02-01 14:51:59, raw/jpeg sync delta=0.0s"
6340134840.3fr,5328769611.jpg,CFV 100C/907X,XCD 28P,800,auto,lowlight,,,,"local (owner personal library, downloaded 2026-07-31/08-01)","exif raw DateTimeOriginal=2024-01-27 14:30:56, jpeg DateTimeOriginal=2024-01-27 14:30:56"
9928856380.3fr,0221658472.jpg,CFV 100C/907X,XCD 28P,3200,auto,lowlight,,,,"local (owner personal library, downloaded 2026-07-31/08-01)","exif raw DateTimeOriginal=2024-01-27 14:31:30, jpeg DateTimeOriginal=2024-01-27 14:31:30"
0758706524.3fr,1149838154.jpg,CFV 100C/907X,XCD 28P,1600,auto,lowlight,,,,"local (owner personal library, downloaded 2026-07-31/08-01)","exif raw DateTimeOriginal=2024-01-27 14:33:21, jpeg DateTimeOriginal=2024-01-27 14:33:21"
4087418227.3fr,0057448103.jpg,CFV 100C/907X,XCD 28P,3200,auto,lowlight,,,,"local (owner personal library, downloaded 2026-07-31/08-01)","exif raw DateTimeOriginal=2024-01-27 14:40:52, jpeg DateTimeOriginal=2024-01-27 14:40:52"
1063588653.3fr,3049280174.jpg,CFV 100C/907X,XCD 28P,1600,auto,lowlight,,,,"local (owner personal library, downloaded 2026-07-31/08-01)","exif raw DateTimeOriginal=2024-01-27 14:49:56, jpeg DateTimeOriginal=2024-01-27 14:49:56"
1755788551.3fr,3145372971.jpg,CFV 100C/907X,XCD 90V,64,auto,daylight,,,,"local (owner personal library, downloaded 2026-07-31/08-01)","exif raw DateTimeOriginal=2024-02-01 15:09:57, jpeg DateTimeOriginal=2024-02-01 15:09:57"
9070200412.3fr,3778481827.jpg,CFV 100C/907X,XCD 90V,400,auto,lowlight,,,,"local (owner personal library, downloaded 2026-07-31/08-01)","exif raw DateTimeOriginal=2024-02-01 15:26:15, jpeg DateTimeOriginal=2024-02-01 15:26:15"
9318140329.3fr,3918494343.jpg,CFV 100C/907X,XCD 90V,1600,auto,lowlight,,,,"local (owner personal library, downloaded 2026-07-31/08-01)","exif raw DateTimeOriginal=2024-02-01 15:28:45, jpeg DateTimeOriginal=2024-02-01 15:28:45"
