filename_raw,filename_jpeg,camera,lens,iso,wb_setting,scene_type,filename_phocus_tiff,phocus_settings,illuminant,download_url,notes
3713570604.raf,6282024692.jpg,GFX100RF,,,auto,daylight,,,,https://www.dpreview.com/wp-content/uploads/sample_galleries/L-7038056302/3713570604.raf,dpreview Fujifilm GFX100RF pre-production sample gallery (L-7038056302)
3597640713.raf,5034499922.jpg,GFX100RF,,,auto,daylight,,,,https://www.dpreview.com/wp-content/uploads/sample_galleries/L-7038056302/3597640713.raf,dpreview Fujifilm GFX100RF pre-production sample gallery (L-7038056302)
4258454449.raf,3391232677.jpg,GFX100RF,,,auto,daylight,,,,https://www.dpreview.com/wp-content/uploads/sample_galleries/L-7038056302/4258454449.raf,dpreview Fujifilm GFX100RF pre-production sample gallery (L-7038056302)
2139685065.raf,6127647974.jpg,GFX100RF,,,auto,daylight,,,,https://www.dpreview.com/wp-content/uploads/sample_galleries/L-7038056302/2139685065.raf,dpreview Fujifilm GFX100RF pre-production sample gallery (L-7038056302)
9210172390.raf,2817545232.jpg,GFX100RF,,,auto,daylight,,,,https://www.dpreview.com/wp-content/uploads/sample_galleries/L-7038056302/9210172390.raf,dpreview Fujifilm GFX100RF pre-production sample gallery (L-7038056302)
1662919625.raf,9089923413.jpg,GFX100RF,,,auto,daylight,,,,https://www.dpreview.com/wp-content/uploads/sample_galleries/L-7038056302/1662919625.raf,dpreview Fujifilm GFX100RF pre-production sample gallery (L-7038056302)
3591942652.raf,3010783352.jpg,GFX100RF,,,auto,daylight,,,,https://www.dpreview.com/wp-content/uploads/sample_galleries/L-7038056302/3591942652.raf,dpreview Fujifilm GFX100RF pre-production sample gallery (L-7038056302)
2970541210.raf,1488600832.jpg,GFX100RF,,,auto,daylight,,,,https://www.dpreview.com/wp-content/uploads/sample_galleries/L-7038056302/2970541210.raf,dpreview Fujifilm GFX100RF pre-production sample gallery (L-7038056302)
6322100580.raf,6226393553.jpg,GFX100RF,,,auto,daylight,,,,https://www.dpreview.com/wp-content/uploads/sample_galleries/L-7038056302/6322100580.raf,dpreview Fujifilm GFX100RF pre-production sample gallery (L-7038056302)
1172760108.raf,8310556322.jpg,GFX100RF,,,auto,daylight,,,,https://www.dpreview.com/wp-content/uploads/sample_galleries/L-7038056302/1172760108.raf,dpreview Fujifilm GFX100RF pre-production sample gallery (L-7038056302)
1124977123.raf,4692562942.jpg,GFX100RF,,,auto,daylight,,,,https://www.dpreview.com/wp-content/uploads/sample_galleries/L-7038056302/1124977123.raf,dpreview Fujifilm GFX100RF pre-production sample gallery (L-7038056302)
1334791973.raf,0589905681.jpg,GFX100RF,,,auto,daylight,,,,https://www.dpreview.com/wp-content/uploads/sample_galleries/L-7038056302/1334791973.raf,dpreview Fujifilm GFX100RF pre-production sample gallery (L-7038056302)
8639832017.raf,1862805364.jpg,GFX100RF,,,auto,daylight,,,,https://www.dpreview.com/wp-content/uploads/sample_galleries/L-7038056302/8639832017.raf,dpreview Fujifilm GFX100RF pre-production sample gallery (L-7038056302)
6514553204.raf,3234809659.jpg,GFX100RF,,,auto,daylight,,,,https://www.dpreview.com/wp-content/uploads/sample_galleries/L-7038056302/6514553204.raf,dpreview Fujifilm GFX100RF pre-production sample gallery (L-7038056302)
5488728477.raf,3509201137.jpg,GFX100RF,,,auto,daylight,,,,https://www.dpreview.com/wp-content/uploads/sample_galleries/L-7038056302/5488728477.raf,dpreview Fujifilm GFX100RF pre-production sample gallery (L-7038056302)
0424170711.raf,8451099346.jpg,GFX100RF,,,auto,daylight,,,,https://www.dpreview.com/wp-content/uploads/sample_galleries/L-7038056302/0424170711.raf,dpreview Fujifilm GFX100RF pre-production sample gallery (L-7038056302)
6663733686.raf,8227959656.jpg,GFX100RF,,,auto,daylight,,,,https://www.dpreview.com/wp-content/uploads/sample_galleries/L-7038056302/6663733686.raf,dpreview Fujifilm GFX100RF pre-production sample gallery (L-7038056302)
9641698108.raf,3005815991.jpg,GFX100RF,,,auto,daylight,,,,https://www.dpreview.com/wp-content/uploads/sample_galleries/L-7038056302/9641698108.raf,dpreview Fujifilm GFX100RF pre-production sample gallery (L-7038056302)
5810165518.raf,1822636807.jpg,GFX100RF,,,auto,daylight,,,,https://www.dpreview.com/wp-content/uploads/sample_galleries/L-7038056302/5810165518.raf,dpreview Fujifilm GFX100RF pre-production sample gallery (L-7038056302)
6535305206.raf,1166157002.jpg,GFX100RF,,,auto,daylight,,,,https://www.dpreview.com/wp-content/uploads/sample_galleries/L-7038056302/6535305206.raf,dpreview Fujifilm GFX100RF pre-production sample gallery (L-7038056302)
5828760640.raf,4272852358.jpg,GFX100RF,,,auto,daylight,,,,https://www.dpreview.com/wp-content/uploads/sample_galleries/L-7038056302/5828760640.raf,dpreview Fujifilm GFX100RF pre-production sample gallery (L-7038056302)
8202816974.raf,8568509472.jpg,GFX100RF,,,auto,daylight,,,,https://www.dpreview.com/wp-content/uploads/sample_galleries/L-7038056302/8202816974.raf,dpreview Fujifilm GFX100RF pre-production sample gallery (L-7038056302)
8714667560.raf,0036907390.jpg,GFX100RF,,,auto,daylight,,,,https://www.dpreview.com/wp-content/uploads/sample_galleries/L-7038056302/8714667560.raf,dpreview Fujifilm GFX100RF pre-production sample gallery (L-7038056302)
7957718926.raf,6392982914.jpg,GFX100RF,,,auto,daylight,,,,https://www.dpreview.com/wp-content/uploads/sample_galleries/L-7038056302/7957718926.raf,dpreview Fujifilm GFX100RF pre-production sample gallery (L-7038056302)
2339110299.raf,4566758028.jpg,GFX100RF,,,auto,daylight,,,,https://www.dpreview.com/wp-content/uploads/sample_galleries/L-7038056302/2339110299.raf,dpreview Fujifilm GFX100RF pre-production sample gallery (L-7038056302)
6331199453.raf,4939345737.jpg,GFX100RF,,,auto,daylight,,,,https://www.dpreview.com/wp-content/uploads/sample_galleries/L-7038056302/6331199453.raf,dpreview Fujifilm GFX100RF pre-production sample gallery (L-7038056302)
9491094006.raf,1828279182.jpg,GFX100RF,,,auto,daylight,,,,https://www.dpreview.com/wp-content/uploads/sample_galleries/L-7038056302/9491094006.raf,dpreview Fujifilm GFX100RF pre-production sample gallery (L-7038056302)
5267034061.raf,0174578008.jpg,GFX100RF,,,auto,daylight,,,,https://www.dpreview.com/wp-content/uploads/sample_galleries/L-7038056302/5267034061.raf,dpreview Fujifilm GFX100RF pre-production sample gallery (L-7038056302)
9524057587.raf,6702755233.jpg,GFX100RF,,,auto,daylight,,,,https://www.dpreview.com/wp-content/uploads/sample_galleries/L-7038056302/9524057587.raf,dpreview Fujifilm GFX100RF pre-production sample gallery (L-7038056302)
4951300034.raf,2274011424.jpg,GFX100RF,,,auto,daylight,,,,https://www.dpreview.com/wp-content/uploads/sample_galleries/L-7038056302/4951300034.raf,dpreview Fujifilm GFX100RF pre-production sample gallery (L-7038056302)
9062714574.raf,5987112004.jpg,GFX100RF,,,auto,daylight,,,,https://www.dpreview.com/wp-content/uploads/sample_galleries/L-7038056302/9062714574.raf,dpreview Fujifilm GFX100RF pre-production sample gallery (L-7038056302)
4079003918.raf,9139545693.jpg,GFX100RF,,,auto,daylight,,,,https://www.dpreview.com/wp-content/uploads/sample_galleries/L-7038056302/4079003918.raf,dpreview Fujifilm GFX100RF pre-production sample gallery (L-7038056302)
5877790773.raf,2363376489.jpg,GFX100RF,,,auto,daylight,,,,https://www.dpreview.com/wp-content/uploads/sample_galleries/L-7038056302/5877790773.raf,dpreview Fujifilm GFX100RF pre-production sample gallery (L-7038056302)
3164253496.raf,0308305322.jpg,GFX100RF,,,auto,daylight,,,,https://www.dpreview.com/wp-content/uploads/sample_galleries/L-7038056302/3164253496.raf,dpreview Fujifilm GFX100RF pre-production sample gallery (L-7038056302)
6915916133.raf,9876505735.jpg,GFX100RF,,,auto,daylight,,,,https://www.dpreview.com/wp-content/uploads/sample_galleries/L-7038056302/6915916133.raf,dpreview Fujifilm GFX100RF pre-production sample gallery (L-7038056302)
