filename_raw,filename_jpeg,camera,lens,iso,wb_setting,scene_type,filename_phocus_tiff,phocus_settings,illuminant,download_url,notes
5316265800.cr3,1703199184.jpg,Canon EOS R6 Mark III,RF85mm F1.4 L VCM,10000,auto,lowlight,,,,"local (owner personal library, split local-work-2026-08)","exif raw DateTimeOriginal=2025-10-21 17:42:23, jpeg DateTimeOriginal=2025-10-21 17:42:23"
8016365993.cr3,4234098206.jpg,Canon EOS R6 Mark III,RF85mm F1.4 L VCM,100,auto,daylight,,,,"local (owner personal library, split local-work-2026-08)","exif raw DateTimeOriginal=2025-10-21 17:53:47, jpeg DateTimeOriginal=2025-10-21 17:53:47"
7628773545.cr3,5756630057.jpg,Canon EOS R6 Mark III,RF85mm F1.4 L VCM,250,auto,lowlight,,,,"local (owner personal library, split local-work-2026-08)","exif raw DateTimeOriginal=2025-10-21 18:15:45, jpeg DateTimeOriginal=2025-10-21 18:15:45"
1182028510.cr3,9383428103.jpg,Canon EOS R6 Mark III,RF85mm F1.4 L VCM,100,auto,daylight,,,,"local (owner personal library, split local-work-2026-08)","exif raw DateTimeOriginal=2025-10-21 18:20:34, jpeg DateTimeOriginal=2025-10-21 18:20:34"
8305668565.cr3,6539235820.jpg,Canon EOS R6 Mark III,RF70-200mm F2.8 L IS USM,100,auto,daylight,,,,"local (owner personal library, split local-work-2026-08)","exif raw DateTimeOriginal=2025-10-25 08:31:32, jpeg DateTimeOriginal=2025-10-25 08:31:32"
5751867704.cr3,3813591474.jpg,Canon EOS R6 Mark III,RF70-200mm F2.8 L IS USM,100,auto,daylight,,,,"local (owner personal library, split local-work-2026-08)","exif raw DateTimeOriginal=2025-10-25 08:34:53, jpeg DateTimeOriginal=2025-10-25 08:34:53"
3190365190.cr3,8230063854.jpg,Canon EOS R6 Mark III,RF70-200mm F2.8 L IS USM,2000,auto,lowlight,,,,"local (owner personal library, split local-work-2026-08)","exif raw DateTimeOriginal=2025-10-25 08:35:57, jpeg DateTimeOriginal=2025-10-25 08:35:57"
9972926151.cr3,6945904990.jpg,Canon EOS R6 Mark III,RF70-200mm F2.8 L IS USM,320,auto,lowlight,,,,"local (owner personal library, split local-work-2026-08)","exif raw DateTimeOriginal=2025-10-25 08:37:08, jpeg DateTimeOriginal=2025-10-25 08:37:08"
8907283623.cr3,4952407399.jpg,Canon EOS R6 Mark III,RF70-200mm F2.8 L IS USM,200,auto,daylight,,,,"local (owner personal library, split local-work-2026-08)","exif raw DateTimeOriginal=2025-10-25 08:38:21, jpeg DateTimeOriginal=2025-10-25 08:38:21"
4712322359.cr3,0538497721.jpg,Canon EOS R6 Mark III,RF70-200mm F2.8 L IS USM,100,auto,daylight,,,,"local (owner personal library, split local-work-2026-08)","exif raw DateTimeOriginal=2025-10-25 08:41:46, jpeg DateTimeOriginal=2025-10-25 08:41:46"
3671106989.cr3,9013507178.jpg,Canon EOS R6 Mark III,RF70-200mm F2.8 L IS USM,100,auto,daylight,,,,"local (owner personal library, split local-work-2026-08)","exif raw DateTimeOriginal=2025-10-25 08:42:30, jpeg DateTimeOriginal=2025-10-25 08:42:30"
0515115930.cr3,2500749618.jpg,Canon EOS R6 Mark III,RF70-200mm F2.8 L IS USM,5000,auto,lowlight,,,,"local (owner personal library, split local-work-2026-08)","exif raw DateTimeOriginal=2025-10-25 09:12:17, jpeg DateTimeOriginal=2025-10-25 09:12:17"
9805523751.cr3,5230596314.jpg,Canon EOS R6 Mark III,RF70-200mm F2.8 L IS USM,250,auto,lowlight,,,,"local (owner personal library, split local-work-2026-08)","exif raw DateTimeOriginal=2025-10-25 13:35:14, jpeg DateTimeOriginal=2025-10-25 13:35:14"
0961853616.cr3,2320697033.jpg,Canon EOS R6 Mark III,RF70-200mm F2.8 L IS USM,125,auto,daylight,,,,"local (owner personal library, split local-work-2026-08)","exif raw DateTimeOriginal=2025-10-25 14:47:06, jpeg DateTimeOriginal=2025-10-25 14:47:06"
9918487666.cr3,0099360894.jpg,Canon EOS R6 Mark III,RF70-200mm F2.8 L IS USM,12800,auto,lowlight,,,,"local (owner personal library, split local-work-2026-08)","exif raw DateTimeOriginal=2025-10-27 18:37:36, jpeg DateTimeOriginal=2025-10-27 18:37:36"
5595458635.cr3,6999448175.jpg,Canon EOS R6 Mark III,RF24-70mm F2.8 L IS USM,2000,auto,lowlight,,,,"local (owner personal library, split local-work-2026-08)","exif raw DateTimeOriginal=2025-10-27 19:44:46, jpeg DateTimeOriginal=2025-10-27 19:44:46"
9640912028.cr3,1429013375.jpg,Canon EOS R6 Mark III,RF24-70mm F2.8 L IS USM,200,auto,daylight,,,,"local (owner personal library, split local-work-2026-08)","exif raw DateTimeOriginal=2025-10-27 20:57:55, jpeg DateTimeOriginal=2025-10-27 20:57:55"
6762077593.cr3,3421540372.jpg,Canon EOS R6 Mark III,RF24-70mm F2.8 L IS USM,3200,auto,lowlight,,,,"local (owner personal library, split local-work-2026-08)","exif raw DateTimeOriginal=2025-10-27 22:41:18, jpeg DateTimeOriginal=2025-10-27 22:41:18"
8370862012.cr3,3789809432.jpg,Canon EOS R6 Mark III,RF24-70mm F2.8 L IS USM,1600,auto,lowlight,,,,"local (owner personal library, split local-work-2026-08)","exif raw DateTimeOriginal=2025-10-27 22:47:41, jpeg DateTimeOriginal=2025-10-27 22:47:41"
3264648359.cr3,9806734503.jpg,Canon EOS R6 Mark III,RF85mm F1.4 L VCM,6400,auto,lowlight,,,,"local (owner personal library, split local-work-2026-08)","exif raw DateTimeOriginal=2025-10-28 22:01:50, jpeg DateTimeOriginal=2025-10-28 22:01:50"
